"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","26","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/EpicDemoContent/Characters/Mannequins/Materials/M_DemoMannequin_Basic.M_DemoMannequin_Basic","0","0","26","1","0.000000","0","0"
"/Game/Characters/Material_002.Material_002","0","0","26","1","0.000000","0","0"
"/Game/3D_Models/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/M_SpaceSkybox.M_SpaceSkybox","0","0","4","1","0.000000","0","0"
"/Game/3D_Models/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/Blueprints/Color_M00.Color_M00","0","14","2","1","28.178997","0","44"
"/Game/Blueprints/Color_J06.Color_J06","0","14","2","1","0.000000","0","44"
"/Game/3D_Models/AttackAnimation/Material_001.Material_001","0","26","5","1","35.096260","0","75"
"/Game/FX/M_PortalEffect.M_PortalEffect","0","60","8","1","60.609459","0","386"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EditorMaterials/GridMaterial.GridMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","727","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_D_Caustics.M_D_Caustics","0","0","23","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/Foliage/Trees/Materials/M_Bark_Base.M_Bark_Base","0","0","56","2","0.000000","0","28"
"/Game/Characters/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/3D_Models/worm-l/source/M_Worm.M_Worm","0","0","14","1","0.000000","0","0"
"/Game/Characters/M_Trilobite.M_Trilobite","0","0","14","1","0.000000","0","0"
"/Game/Characters/M_anomalocaris.M_anomalocaris","0","0","14","1","0.000000","0","0"
"/Game/Characters/Worm1.Worm1","0","0","14","1","0.000000","0","0"
"/Game/3D_Models/paradoxides-sp-fossil/source/Material_62.Material_62","0","0","14","1","0.000000","0","0"
"/Game/3D_Models/lowpoly-coral/source/coral_3.coral_3","0","0","14","1","0.000000","0","0"
"/Game/3D_Models/cambrian-alien-alien-weekly-challenge/source/OPPA.OPPA","0","0","26","1","0.000000","0","0"
"/Game/3D_Models/material2.material2","0","0","14","1","0.000000","0","0"
"/Game/3D_Models/material1.material1","0","0","14","1","0.000000","0","0"
"/Game/3D_Models/material0.material0","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_Var_VT.M_MS_Imperfection_Material_Var_VT","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","0","0","14","1","0.000000","0","14"
"/Bridge/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","0","14","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Leaves_Base.M_Leaves_Base","0","0","62","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Grass_Base.M_Grass_Base","0","0","248","4","0.000000","0","186"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/InteractiveWorld/EditorWidgets/DebugUI/Materials/M_UI_Debug.M_UI_Debug","0","0","9","1","0.000000","0","0"
"/InteractiveWorld/Materials/DrawingBoardMaterials/SnowSimulateMaterials/SimulateMaterials/M_SnowCopy.M_SnowCopy","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","0","3","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","0","3","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Stylized_Sky.M_Stylized_Sky","0","0","8","1","0.000000","0","0"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","0","3","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","0","0","6","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_VT.M_MS_Imperfection_Material_VT","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","0","0","14","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","116","2","0.000000","0","0"
"/InteractiveWorld/Materials/BrushMaterials/RayTrace/M_RayTracing_Sphere.M_RayTracing_Sphere","0","0","18","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Plants_Base_TangentSpace.M_Plants_Base_TangentSpace","0","0","124","2","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Plants_Base.M_Plants_Base","0","0","186","3","0.000000","0","124"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_Water_Base.M_Water_Base","0","0","72","2","0.000000","0","36"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_PP_UnderwaterAmbiance_Experimental.M_PP_UnderwaterAmbiance_Experimental","0","0","4","1","0.000000","0","4"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_PP_Underwater.M_PP_Underwater","0","0","4","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","0","31","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","0","62","1","0.000000","0","0"
"/InteractiveWorld/Materials/BrushMaterials/RayTrace/M_RayTracing_Box.M_RayTracing_Box","0","0","18","1","0.000000","0","0"
"/InteractiveWorld/Materials/DrawingBoardMaterials/CommonSimulateMat/M_RenderPreviousToCurrent.M_RenderPreviousToCurrent","0","0","3","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Fuzz_Material_VT/M_MS_Default_Fuzz_Material_VT.M_MS_Default_Fuzz_Material_VT","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Transmission_Material_VT/M_MS_Default_Transmission_Material_VT.M_MS_Default_Transmission_Material_VT","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Surface_Material_VT/M_MS_Surface_Material_VT.M_MS_Surface_Material_VT","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Transmission_Material/M_MS_Default_Transmission_Material.M_MS_Default_Transmission_Material","0","0","14","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","60"
"/Bridge/MSPresets/M_MS_Glass_Material/M_MS_Glass_Material.M_MS_Glass_Material","0","0","62","2","0.000000","0","0"
"/Game/FirstOcean/M_PlaneArray_Snow.M_PlaneArray_Snow","0","0","63","1","0.000000","0","0"
"/Game/FirstOcean/M_Landscape.M_Landscape","0","0","63","1","0.000000","0","236"
"/InteractiveWorld/Materials/DrawingBoardMaterials/SnowSimulateMaterials/SimulateMaterials/M_RT_Shadow.M_RT_Shadow","0","0","4","1","0.000000","0","0"
"/InteractiveWorld/Materials/DrawingBoardMaterials/SnowSimulateMaterials/SimulateMaterials/M_RT_DrawEdge.M_RT_DrawEdge","0","0","8","2","0.000000","0","0"
"/Bridge/MSPresets/M_MS_SurfaceBlend_Material/M_MS_SurfaceBlend_Material.M_MS_SurfaceBlend_Material","0","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_ImperfectionDecal_Material_VT/M_MS_ImperfectionDecal_Material_VT.M_MS_ImperfectionDecal_Material_VT","0","0","21","1","0.000000","0","21"
"/Bridge/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","0","0","21","1","0.000000","0","21"
"/Bridge/MSPresets/M_MS_Decal_Material_VT/M_MS_Decal_Material_VT.M_MS_Decal_Material_VT","0","0","21","1","0.000000","0","21"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Rock_Base.M_Rock_Base","0","0","112","4","0.000000","0","112"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","0","21","1","0.000000","0","21"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","0","4","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","0","0","3","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/Landscape/M_LND_Base.M_LND_Base","0","0","1032","12","0.000000","0","1183"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","0","4","1","0.000000","0","0"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","0","4","1","0.000000","0","0"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","0","4","1","0.000000","0","0"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","0","3","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","40","8","1","34.612045","0","245"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","0","575","5","0.000000","0","115"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","0","15","1","0.000000","0","0"
"/Game/Blueprints/Color_M00.Color_M00","49","14","4","1","50.364506","0","64"
"/Game/Blueprints/Color_J06.Color_J06","49","14","4","1","0.000000","0","64"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","0","6","1","0.000000","0","0"
"/Game/ThirdPerson/Blueprints/M_INVISIBLE.M_INVISIBLE","49","0","36","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_WaterVolume_Preview.M_WaterVolume_Preview","49","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/EpicDemoContent/Characters/Mannequins/Materials/M_DemoMannequin_Basic.M_DemoMannequin_Basic","49","0","26","1","0.000000","0","0"
"/Game/Characters/Material_002.Material_002","49","0","26","1","0.000000","0","0"
"/Game/3D_Models/Material_001.Material_001","49","0","14","1","0.000000","0","0"
"/Game/M_SpaceSkybox.M_SpaceSkybox","49","0","4","1","0.000000","0","0"
"/Game/3D_Models/Material_002.Material_002","49","0","14","1","0.000000","0","0"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","49","5","5","1","9.195288","0","5"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","49","3","3","1","3.464743","0","3"
"/Game/3D_Models/AttackAnimation/Material_001.Material_001","49","26","15","1","25.967123","0","89"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","49","3","3","1","2.533511","0","3"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","49","3","3","1","4.296993","0","5"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","49","6","3","1","7.401929","0","17"
"/Game/FX/M_PortalEffect.M_PortalEffect","49","60","6","1","72.570541","0","559"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","49","4","1","1","3.310133","0","13"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","49","4","2","1","3.435891","0","11"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","49","3","1","1","2.404181","0","8"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","49","4","1","1","2.937151","0","11"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","49","4","4","1","3.681934","0","5"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","49","3","3","1","3.389924","0","4"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","49","14","2","1","10.991476","0","108"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","49","525","10","5","1476.310669","0","7063"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","49","40","3","1","27.826439","0","376"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EditorMaterials/GridMaterial.GridMaterial","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","892","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_D_Caustics.M_D_Caustics","49","0","23","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/Foliage/Trees/Materials/M_Bark_Base.M_Bark_Base","49","0","56","2","0.000000","0","28"
"/Game/Characters/Material_001.Material_001","49","0","26","1","0.000000","0","0"
"/Game/3D_Models/worm-l/source/M_Worm.M_Worm","49","0","14","1","0.000000","0","0"
"/Game/Characters/M_Trilobite.M_Trilobite","49","0","14","1","0.000000","0","0"
"/Game/Characters/M_anomalocaris.M_anomalocaris","49","0","14","1","0.000000","0","0"
"/Game/Characters/Worm1.Worm1","49","0","14","1","0.000000","0","0"
"/Game/3D_Models/paradoxides-sp-fossil/source/Material_62.Material_62","49","0","14","1","0.000000","0","0"
"/Game/3D_Models/lowpoly-coral/source/coral_3.coral_3","49","0","14","1","0.000000","0","0"
"/Game/3D_Models/cambrian-alien-alien-weekly-challenge/source/OPPA.OPPA","49","0","26","1","0.000000","0","0"
"/Game/3D_Models/material2.material2","49","0","14","1","0.000000","0","0"
"/Game/3D_Models/material1.material1","49","0","14","1","0.000000","0","0"
"/Game/3D_Models/material0.material0","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_Var_VT.M_MS_Imperfection_Material_Var_VT","49","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_Var/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","49","0","14","1","0.000000","0","14"
"/Bridge/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","49","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","49","0","14","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Leaves_Base.M_Leaves_Base","49","0","66","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Grass_Base.M_Grass_Base","49","0","264","4","0.000000","0","198"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/InteractiveWorld/EditorWidgets/DebugUI/Materials/M_UI_Debug.M_UI_Debug","49","0","9","1","0.000000","0","0"
"/InteractiveWorld/Materials/DrawingBoardMaterials/SnowSimulateMaterials/SimulateMaterials/M_SnowCopy.M_SnowCopy","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Stylized_Sky.M_Stylized_Sky","49","0","8","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_VT.M_MS_Imperfection_Material_VT","49","0","14","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","49","0","14","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","49","0","124","2","0.000000","0","0"
"/InteractiveWorld/Materials/BrushMaterials/RayTrace/M_RayTracing_Sphere.M_RayTracing_Sphere","49","0","18","1","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Plants_Base_TangentSpace.M_Plants_Base_TangentSpace","49","0","132","2","0.000000","0","0"
"/Game/LUSH_StylizedEnvironmentSet/_SharedAssets/Materials/M_Plants_Base.M_Plants_Base","49","0","198","3","0.000000","0","132"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_Water_Base.M_Water_Base","49","0","72","2","0.000000","0","36"
"/Game/LUSH_StylizedEnvironmentSet/StylizedWaterComponent/Materials/M_PP_UnderwaterAmbiance_Experimental.M_PP_UnderwaterAmbiance_Experimental","49","0","4","1","0.000000","0","4"
